measure,location,sex,age,cause,metric,year,val,upper,lower
Deaths,Denmark,Both,All ages,Total cancers,Number,2019,18316.97997918262,19320.98796793002,16997.400146704058
Deaths,Denmark,Both,All ages,Total cancers,Rate,2019,315.66123482260326,332.9635631463749,292.9205756178336
Deaths,Finland,Both,All ages,"Communicable, maternal, neonatal, and nutritional diseases",Number,2019,1024.5526498972345,1144.6562468229333,879.0171058200169
Deaths,Finland,Both,All ages,"Communicable, maternal, neonatal, and nutritional diseases",Rate,2019,18.51346458378463,20.683712924162318,15.883665967553757
Deaths,Maldives,Both,All ages,Total burden related to hepatitis B,Number,2019,15.103884199621273,18.994629206327797,11.806545472235124
Deaths,Maldives,Both,All ages,Total burden related to hepatitis B,Rate,2019,3.03038881592302,3.8110138523773784,2.36882267374938
Deaths,Maldives,Both,All ages,Total burden related to hepatitis C,Number,2019,14.015558709714469,17.770463262490946,10.829744776909552
Deaths,Maldives,Both,All ages,Total burden related to hepatitis C,Rate,2019,2.8120311173927135,3.565401615418487,2.1728409075110857
Deaths,Maldives,Both,All ages,Total burden related to Non-alcoholic fatty liver disease (NAFLD),Number,2019,5.0373696388531375,6.585636331785049,3.704058491961543
Deaths,Maldives,Both,All ages,Total burden related to Non-alcoholic fatty liver disease (NAFLD),Rate,2019,1.0106796644821667,1.3213183060605116,0.7431689278871987
Deaths,Maldives,Both,All ages,Total cancers,Number,2019,211.78437978228175,247.00360374626328,180.26932165177493
Deaths,Maldives,Both,All ages,Total cancers,Rate,2019,42.491653630098206,49.55791162011996,36.16858610457739
Deaths,Myanmar,Both,All ages,"Communicable, maternal, neonatal, and nutritional diseases",Number,2019,78536.26634308654,95752.14996629891,64601.39912657328
Deaths,Myanmar,Both,All ages,"Communicable, maternal, neonatal, and nutritional diseases",Rate,2019,143.63701132962169,175.123586719317,118.15117181299308
Deaths,Gambia,Both,All ages,Injuries,Number,2019,803.1374332756045,1004.0998210148701,614.6457839165649
Deaths,Gambia,Both,All ages,Injuries,Rate,2019,35.76070602819197,44.70880951946731,27.3678778742282
Deaths,Finland,Both,All ages,Injuries,Number,2019,3140.877312645921,3324.2820863301476,2901.215877499613
Deaths,Finland,Both,All ages,Injuries,Rate,2019,56.755034400150514,60.06912253650975,52.42439947170121
Deaths,Russian Federation,Both,All ages,Total burden related to hepatitis B,Number,2019,7098.013766146171,8653.268713387632,5726.77392489028
Deaths,Russian Federation,Both,All ages,Total burden related to hepatitis B,Rate,2019,4.837880466750591,5.897914692939729,3.903267677623253
Deaths,Russian Federation,Both,All ages,Total burden related to hepatitis C,Number,2019,10349.77183732826,12466.954193268899,8469.010426582381
Deaths,Russian Federation,Both,All ages,Total burden related to hepatitis C,Rate,2019,7.054221174654237,8.497255170052568,5.772327508138305
Deaths,Costa Rica,Both,All ages,Total burden related to hepatitis B,Number,2019,68.96479331454522,95.3717271214291,47.6889507034955
Deaths,Costa Rica,Both,All ages,Total burden related to hepatitis B,Rate,2019,1.4621271804366802,2.021982344432276,1.0110566229360343
Deaths,Costa Rica,Both,All ages,Total burden related to hepatitis C,Number,2019,331.7858061034427,454.45063762890476,231.8614860105294
Deaths,Costa Rica,Both,All ages,Total burden related to hepatitis C,Rate,2019,7.034212992915965,9.634838263248454,4.915710821407389
Deaths,Costa Rica,Both,All ages,Total burden related to Non-alcoholic fatty liver disease (NAFLD),Number,2019,220.94837232817605,304.35249234011656,151.87459027924365
Deaths,Costa Rica,Both,All ages,Total burden related to Non-alcoholic fatty liver disease (NAFLD),Rate,2019,4.684341170730876,6.452597479042631,3.219903312870977
Deaths,Costa Rica,Both,All ages,Total cancers,Number,2019,6002.087806671531,7536.716710399288,4781.700416272012
Deaths,Costa Rica,Both,All ages,Total cancers,Rate,2019,127.25066370424614,159.78643339458807,101.37714928614366
Deaths,El Salvador,Both,All ages,"Communicable, maternal, neonatal, and nutritional diseases",Number,2019,4402.648847376142,5507.717063409366,3451.2316835182937
Deaths,El Salvador,Both,All ages,"Communicable, maternal, neonatal, and nutritional diseases",Rate,2019,70.3732147523487,88.03694528794378,55.16548715191967
Deaths,Iraq,Both,All ages,Injuries,Number,2019,26354.08384971204,33776.30632475907,20781.451410740832
Deaths,Iraq,Both,All ages,Injuries,Rate,2019,62.56980767583726,80.19163188491673,49.33927604578888
Deaths,Armenia,Both,All ages,Injuries,Number,2019,1133.3495601097372,1310.2034489165994,966.3594079326688
Deaths,Armenia,Both,All ages,Injuries,Rate,2019,37.532178835420495,43.38889949431055,32.00210720010172
Deaths,Russian Federation,Both,All ages,Total burden related to Non-alcoholic fatty liver disease (NAFLD),Number,2019,5459.041685183071,7395.8131634388565,3882.2935767640683
Deaths,Russian Federation,Both,All ages,Total burden related to Non-alcoholic fatty liver disease (NAFLD),Rate,2019,3.720786124970235,5.040855261480321,2.6461025407979397
Deaths,Russian Federation,Both,All ages,Total cancers,Number,2019,296085.16024611925,337552.50315507146,260178.14669250566
Deaths,Russian Federation,Both,All ages,Total cancers,Rate,2019,201.80640112045603,230.06980759961723,177.33281664829047
Deaths,Ukraine,Both,All ages,"Communicable, maternal, neonatal, and nutritional diseases",Number,2019,22329.0807408363,25120.348641725737,19998.60264691693
Deaths,Ukraine,Both,All ages,"Communicable, maternal, neonatal, and nutritional diseases",Rate,2019,50.699020034676884,57.03669908523172,45.407581621007225
Deaths,Myanmar,Both,All ages,Total burden related to Non-alcoholic fatty liver disease (NAFLD),Number,2019,1902.6304711030816,2743.767665857476,1255.4086995153589
Deaths,Myanmar,Both,All ages,Total burden related to Non-alcoholic fatty liver disease (NAFLD),Rate,2019,3.4797701400783962,5.018147738077596,2.296049481240288
Deaths,Myanmar,Both,All ages,Total cancers,Number,2019,52543.36546215631,64491.17200158701,43297.197060158825
Deaths,Myanmar,Both,All ages,Total cancers,Rate,2019,96.09792178322165,117.9495745696085,79.18736494936961
Deaths,Philippines,Both,All ages,"Communicable, maternal, neonatal, and nutritional diseases",Number,2019,146742.8999151462,164613.43872385743,128157.61116275356
Deaths,Philippines,Both,All ages,"Communicable, maternal, neonatal, and nutritional diseases",Rate,2019,130.8536496983518,146.78917520962418,114.28076702154374
Deaths,France,Both,All ages,Non-communicable diseases,Number,2019,523557.28054732113,536685.416977756,512626.0775259337
Deaths,France,Both,All ages,Non-communicable diseases,Rate,2019,790.8204787399488,810.6502080219607,774.3091636885367
Deaths,Ghana,Both,All ages,Non-communicable diseases,Number,2019,95795.48743421845,113078.57042494438,81587.44603546534
Deaths,Ghana,Both,All ages,Non-communicable diseases,Rate,2019,303.7632637865581,358.56715735369454,258.71019142484136
Deaths,Croatia,Both,All ages,Injuries,Number,2019,2753.614110321438,3362.951043697659,2238.1954442199763
Deaths,Croatia,Both,All ages,Injuries,Rate,2019,64.82291283915929,79.16733196959298,52.68942647186619
Deaths,Azerbaijan,Both,All ages,Non-communicable diseases,Number,2019,66485.91871802723,75438.66727133408,59528.52459121004
Deaths,Azerbaijan,Both,All ages,Non-communicable diseases,Rate,2019,646.8336187650999,733.9338477502693,579.1459563698451
Deaths,Myanmar,Both,All ages,Non-communicable diseases,Number,2019,316552.659135348,367665.7987548214,279930.35988858354
Deaths,Myanmar,Both,All ages,Non-communicable diseases,Rate,2019,578.9513558999017,672.4335006015912,511.9718844179685
Deaths,Finland,Both,All ages,Non-communicable diseases,Number,2019,51947.89066199535,53596.61876517469,50399.422912762064
Deaths,Finland,Both,All ages,Non-communicable diseases,Rate,2019,938.6881524044974,968.4803444890736,910.7076451680565
Deaths,Denmark,Both,All ages,Injuries,Number,2019,2326.7014063673023,2486.5820386348023,2128.1448592097854
Deaths,Denmark,Both,All ages,Injuries,Rate,2019,40.0966447434074,42.85190886790471,36.67486861387694
Deaths,Sri Lanka,Both,All ages,Total burden related to hepatitis B,Number,2019,1273.5775860353388,1796.5331573097205,879.0897782451298
Deaths,Sri Lanka,Both,All ages,Total burden related to hepatitis B,Rate,2019,5.82754303227863,8.220444830321698,4.0224746164915794
Deaths,Sri Lanka,Both,All ages,Total burden related to hepatitis C,Number,2019,1480.7874686953053,2089.0619716593737,1001.6874305859126
Deaths,Sri Lanka,Both,All ages,Total burden related to hepatitis C,Rate,2019,6.775678835825084,9.558976752127009,4.583447974146464
Deaths,Sri Lanka,Both,All ages,Total burden related to Non-alcoholic fatty liver disease (NAFLD),Number,2019,517.3635997039744,748.0672825924466,342.27133660929866
Deaths,Sri Lanka,Both,All ages,Total burden related to Non-alcoholic fatty liver disease (NAFLD),Rate,2019,2.367314464127059,3.4229514779056873,1.5661401116640457
Deaths,Sri Lanka,Both,All ages,Total cancers,Number,2019,18661.38639695033,24214.29726062155,14290.609892631774
Deaths,Sri Lanka,Both,All ages,Total cancers,Rate,2019,85.38940498218672,110.79800777739435,65.38992600055663
Deaths,Thailand,Both,All ages,"Communicable, maternal, neonatal, and nutritional diseases",Number,2019,69934.41721050793,86147.2699366101,55335.45190195724
Deaths,Thailand,Both,All ages,"Communicable, maternal, neonatal, and nutritional diseases",Rate,2019,99.74730420616187,122.87166010166253,78.92483235594376
Deaths,Iraq,Both,All ages,Total burden related to hepatitis B,Number,2019,1093.9095628329521,1460.1718958586478,800.8868997785457
Deaths,Iraq,Both,All ages,Total burden related to hepatitis B,Rate,2019,2.597157668296814,3.4667368905156,1.901463908781964
Deaths,Iraq,Both,All ages,Total burden related to hepatitis C,Number,2019,1660.3069276383594,2151.739030879557,1217.3131120195687
Deaths,Iraq,Both,All ages,Total burden related to hepatitis C,Rate,2019,3.941897040990391,5.1086540552308835,2.890142102252265
Deaths,Iraq,Both,All ages,Total burden related to Non-alcoholic fatty liver disease (NAFLD),Number,2019,421.8266787971785,584.79842356629,300.0609367693477
Deaths,Iraq,Both,All ages,Total burden related to Non-alcoholic fatty liver disease (NAFLD),Rate,2019,1.0014999692415776,1.3884271257668983,0.712404013425599
Deaths,Iraq,Both,All ages,Total cancers,Number,2019,24381.343741622426,29796.881054139805,19130.642374791943
Deaths,Iraq,Both,All ages,Total cancers,Rate,2019,57.88613246779435,70.7436891955436,45.419928878272565
Deaths,Jordan,Both,All ages,"Communicable, maternal, neonatal, and nutritional diseases",Number,2019,3171.752350362738,4089.224870609708,2500.217147519451
Deaths,Jordan,Both,All ages,"Communicable, maternal, neonatal, and nutritional diseases",Rate,2019,27.256419840787295,35.14071011375796,21.485589269960577
Deaths,Hungary,Both,All ages,Injuries,Number,2019,5953.266449116941,7073.26507145408,5020.288579909486
Deaths,Hungary,Both,All ages,Injuries,Rate,2019,61.53620470083056,73.11312051299099,51.8924372612914
Deaths,Japan,Both,All ages,Non-communicable diseases,Number,2019,1197215.103712296,1235191.903532189,1173202.1922797984
Deaths,Japan,Both,All ages,Non-communicable diseases,Rate,2019,936.8729864891628,966.591487161465,918.0818369469412
Deaths,Guatemala,Both,All ages,Non-communicable diseases,Number,2019,59877.58862909781,73475.09742727253,48051.02627944053
Deaths,Guatemala,Both,All ages,Non-communicable diseases,Rate,2019,336.83583597269245,413.3273639056243,270.30660346792666
Deaths,Philippines,Both,All ages,Injuries,Number,2019,48461.587624983076,57539.555026832895,40367.07846550999
Deaths,Philippines,Both,All ages,Injuries,Rate,2019,43.21419035995883,51.30919984294988,35.99615073660215
Deaths,United Kingdom,Both,All ages,"Communicable, maternal, neonatal, and nutritional diseases",Number,2019,46888.61006082476,50172.17578627676,40877.62530194939
Deaths,United Kingdom,Both,All ages,"Communicable, maternal, neonatal, and nutritional diseases",Rate,2019,69.7534934617835,74.63826569249242,60.81129650748727
Deaths,Czechia,Both,All ages,Non-communicable diseases,Number,2019,104155.33626336549,122396.83222597091,88327.86667662293
Deaths,Czechia,Both,All ages,Non-communicable diseases,Rate,2019,978.5828740459772,1149.969345314689,829.8771885503629
Deaths,Argentina,Both,All ages,Injuries,Number,2019,22646.0879505241,23404.549163920376,21843.28684647052
Deaths,Argentina,Both,All ages,Injuries,Rate,2019,50.196043921728524,51.87720635754284,48.416600179943025
Deaths,Afghanistan,Both,All ages,Non-communicable diseases,Number,2019,131848.17514088747,157630.51649769067,106080.63150148443
Deaths,Afghanistan,Both,All ages,Non-communicable diseases,Rate,2019,344.4531383900019,411.80946232777023,277.1354734643442
Deaths,Switzerland,Both,All ages,Non-communicable diseases,Number,2019,62828.99544378259,64516.34038670771,61308.098496458326
Deaths,Switzerland,Both,All ages,Non-communicable diseases,Rate,2019,715.9833184449235,735.2118740355936,698.6515620533642
Deaths,Ukraine,Both,All ages,Injuries,Number,2019,43934.636857746314,51970.93265770549,36888.731140512646
Deaths,Ukraine,Both,All ages,Injuries,Rate,2019,99.75525012068688,118.00196284906137,83.75725543086624
Deaths,Hungary,Both,All ages,Total burden related to hepatitis B,Number,2019,1114.7014672549603,1476.6602550157759,829.7794978835377
Deaths,Hungary,Both,All ages,Total burden related to hepatitis B,Rate,2019,11.522161531925413,15.26356471743508,8.577052862447939
Deaths,Hungary,Both,All ages,Total burden related to hepatitis C,Number,2019,643.5118874824159,900.2539509356324,452.2119864837728
Deaths,Hungary,Both,All ages,Total burden related to hepatitis C,Rate,2019,6.651689383298079,9.305515195901206,4.6743094074955
Deaths,Hungary,Both,All ages,Total burden related to Non-alcoholic fatty liver disease (NAFLD),Number,2019,204.68763706243814,290.6370822733066,140.07601775838452
Deaths,Hungary,Both,All ages,Total burden related to Non-alcoholic fatty liver disease (NAFLD),Rate,2019,2.115762907919538,3.004183189394317,1.447902017511026
Deaths,Hungary,Both,All ages,Total cancers,Number,2019,34033.26204098139,40545.17871879797,28563.042149911988
Deaths,Hungary,Both,All ages,Total cancers,Rate,2019,351.78633402197005,419.09705177765,295.24316165559014
Deaths,Denmark,Both,All ages,Total burden related to hepatitis B,Number,2019,155.90477989937656,202.8052758968014,117.77881528879468
Deaths,Denmark,Both,All ages,Total burden related to hepatitis B,Rate,2019,2.686747236373813,3.494995566456904,2.029712666185014
Deaths,Democratic People's Republic of Korea,Both,All ages,"Communicable, maternal, neonatal, and nutritional diseases",Number,2019,14662.886559311477,18947.404196271258,11929.763612533465
Deaths,Democratic People's Republic of Korea,Both,All ages,"Communicable, maternal, neonatal, and nutritional diseases",Rate,2019,55.895110303794986,72.2277461015084,45.47641082289522
Deaths,Argentina,Both,All ages,Total burden related to hepatitis B,Number,2019,1011.6527173526039,1347.9809179920335,754.7535377871327
Deaths,Argentina,Both,All ages,Total burden related to hepatitis B,Rate,2019,2.2423724726633045,2.9878586320519083,1.6729442107446268
Deaths,North Macedonia,Both,All ages,Total burden related to hepatitis B,Number,2019,123.88353097358393,167.91848841781808,86.71388767676618
Deaths,North Macedonia,Both,All ages,Total burden related to hepatitis B,Rate,2019,5.754714701344719,7.800253886302709,4.028087351906743
Deaths,North Macedonia,Both,All ages,Total burden related to hepatitis C,Number,2019,139.17748982494064,188.47055624718828,97.3388469335717
Deaths,North Macedonia,Both,All ages,Total burden related to hepatitis C,Rate,2019,6.465159174084439,8.754951302103118,4.521644556450464
Deaths,North Macedonia,Both,All ages,Total burden related to Non-alcoholic fatty liver disease (NAFLD),Number,2019,44.315525080085,61.55590933492502,30.873458353969646
Deaths,North Macedonia,Both,All ages,Total burden related to Non-alcoholic fatty liver disease (NAFLD),Rate,2019,2.058572286985868,2.8594333211237775,1.4341530571067405
Deaths,North Macedonia,Both,All ages,Total cancers,Number,2019,5424.109685156598,6743.087158352458,4366.386585881442
Deaths,North Macedonia,Both,All ages,Total cancers,Rate,2019,251.96411098044038,313.23407153202686,202.83010082174906
Deaths,Montenegro,Both,All ages,"Communicable, maternal, neonatal, and nutritional diseases",Number,2019,97.07605616580233,115.33853431669972,81.38964675347776
Deaths,Montenegro,Both,All ages,"Communicable, maternal, neonatal, and nutritional diseases",Rate,2019,15.648857586263734,18.59280618742583,13.120176502289405
Deaths,Costa Rica,Both,All ages,Non-communicable diseases,Number,2019,20416.097134903255,25116.52278991997,16443.614104844128
Deaths,Costa Rica,Both,All ages,Non-communicable diseases,Rate,2019,432.8430363479633,532.4970740027433,348.622158811484
Deaths,Armenia,Both,All ages,Total burden related to hepatitis B,Number,2019,231.77030748930304,306.13325544112973,173.17596372032946
Deaths,Armenia,Both,All ages,Total burden related to hepatitis B,Rate,2019,7.675341250043487,10.137956103828563,5.7349219244575815
Deaths,Armenia,Both,All ages,Total burden related to hepatitis C,Number,2019,326.56141001447025,416.94917780531944,247.19354045487327
Deaths,Armenia,Both,All ages,Total burden related to hepatitis C,Rate,2019,10.814458021427578,13.807753280599096,8.186099411742589
Deaths,Armenia,Both,All ages,Total burden related to Non-alcoholic fatty liver disease (NAFLD),Number,2019,124.92175900088675,170.02773039455596,88.07597200252516
Deaths,Armenia,Both,All ages,Total burden related to Non-alcoholic fatty liver disease (NAFLD),Rate,2019,4.1369282384532875,5.6306645440716725,2.9167374732842206
Deaths,Armenia,Both,All ages,Total cancers,Number,2019,5827.512519309103,6776.044834422656,4931.74306621937
Deaths,Armenia,Both,All ages,Total cancers,Rate,2019,192.9848033992116,224.39654584394367,163.3203640311713
Deaths,El Salvador,Both,All ages,Injuries,Number,2019,5949.887845068737,7572.2510610956115,4611.1235350483175
Deaths,El Salvador,Both,All ages,Injuries,Rate,2019,95.10473117177007,121.03705486272547,73.70553456130325
Deaths,Sudan,Both,All ages,Total burden related to Non-alcoholic fatty liver disease (NAFLD),Number,2019,485.79577952683616,778.1529083362053,295.85572611664924
Deaths,Sudan,Both,All ages,Total burden related to Non-alcoholic fatty liver disease (NAFLD),Rate,2019,1.1904301169271667,1.9068437740651694,0.7249868802434882
Deaths,Sudan,Both,All ages,Total cancers,Number,2019,17067.794524586054,22308.057956725963,12478.062337471903
Deaths,Sudan,Both,All ages,Total cancers,Rate,2019,41.824193391267286,54.66532473318098,30.577172205755186
Deaths,Azerbaijan,Both,All ages,"Communicable, maternal, neonatal, and nutritional diseases",Number,2019,5521.265309899506,6613.945458668485,4616.410586979025
Deaths,Azerbaijan,Both,All ages,"Communicable, maternal, neonatal, and nutritional diseases",Rate,2019,53.71573544333331,64.34629103178133,44.91251114909413
Deaths,Cuba,Both,All ages,Total burden related to hepatitis B,Number,2019,242.31002173461786,337.58931662010446,174.4943017130425
Deaths,Cuba,Both,All ages,Total burden related to hepatitis B,Rate,2019,2.133290513748962,2.9721267058339578,1.5362428507202834
Deaths,Cuba,Both,All ages,Total burden related to hepatitis C,Number,2019,482.0724354989351,671.9322180292219,332.5409130445413
Deaths,Cuba,Both,All ages,Total burden related to hepatitis C,Rate,2019,4.2441519596579385,5.915672064830871,2.927680704879361
Deaths,Cuba,Both,All ages,Total burden related to Non-alcoholic fatty liver disease (NAFLD),Number,2019,404.60369596784966,574.2182429239087,278.581687241365
Deaths,Cuba,Both,All ages,Total burden related to Non-alcoholic fatty liver disease (NAFLD),Rate,2019,3.562119388447363,5.055401017597143,2.4526252213664845
Deaths,Cuba,Both,All ages,Total cancers,Number,2019,27726.162570262462,32941.361473884186,22740.4456540412
Deaths,Cuba,Both,All ages,Total cancers,Rate,2019,244.1003437265274,290.0148059875852,200.20623433116242
Deaths,Argentina,Both,All ages,Total burden related to hepatitis C,Number,2019,3526.6213927821213,4326.979380057676,2822.8456663950737
Deaths,Argentina,Both,All ages,Total burden related to hepatitis C,Rate,2019,7.816910484236728,9.590938950882352,6.256960820968154
Deaths,Argentina,Both,All ages,Total burden related to Non-alcoholic fatty liver disease (NAFLD),Number,2019,957.5911816201345,1297.3773997239457,682.4892194061313
Deaths,Argentina,Both,All ages,Total burden related to Non-alcoholic fatty liver disease (NAFLD),Rate,2019,2.1225427153987506,2.8756937216652494,1.5127671900004072
Deaths,Argentina,Both,All ages,Total cancers,Number,2019,84669.0039029978,88255.44320195881,80375.56855595551
Deaths,Argentina,Both,All ages,Total cancers,Rate,2019,187.67254847765133,195.62204796588816,178.15596134233326
Deaths,Chile,Both,All ages,"Communicable, maternal, neonatal, and nutritional diseases",Number,2019,7753.267911140583,8440.937612752281,6827.145569022277
Deaths,Chile,Both,All ages,"Communicable, maternal, neonatal, and nutritional diseases",Rate,2019,42.60421445144419,46.38296010746984,37.51517131194594
Deaths,Zambia,Both,All ages,Non-communicable diseases,Number,2019,46987.17688779655,56509.89109815049,38893.46911343044
Deaths,Zambia,Both,All ages,Non-communicable diseases,Rate,2019,257.63786848211976,309.8523651559381,213.2588323871372
Deaths,France,Both,All ages,Total burden related to hepatitis B,Number,2019,1750.263401600824,2258.721516391605,1313.9621082680856
Deaths,France,Both,All ages,Total burden related to hepatitis B,Rate,2019,2.643730099079138,3.411743656903619,1.9847076568593358
Deaths,France,Both,All ages,Total burden related to hepatitis C,Number,2019,5355.814222738597,6374.916496175014,4369.201111953625
Deaths,France,Both,All ages,Total burden related to hepatitis C,Rate,2019,8.089826509986876,9.629155591460936,6.5995715148000516
Deaths,France,Both,All ages,Total burden related to Non-alcoholic fatty liver disease (NAFLD),Number,2019,1735.3206999192557,2235.158505476199,1291.7280957055643
Deaths,France,Both,All ages,Total burden related to Non-alcoholic fatty liver disease (NAFLD),Rate,2019,2.6211595133255936,3.376152304696281,1.9511237241889283
Deaths,France,Both,All ages,Total cancers,Number,2019,194363.07563405053,205874.2572670533,174530.5984117062
Deaths,France,Both,All ages,Total cancers,Rate,2019,293.5806763332668,310.96803490529834,263.6242041108245
Deaths,Germany,Both,All ages,"Communicable, maternal, neonatal, and nutritional diseases",Number,2019,33657.01160119169,37262.6470043647,29489.503714351955
Deaths,Germany,Both,All ages,"Communicable, maternal, neonatal, and nutritional diseases",Rate,2019,39.636561065694835,43.88277845219145,34.728648182465506
Deaths,Burundi,Both,All ages,Total burden related to hepatitis B,Number,2019,358.3483837926973,632.2887391304678,201.23153823033377
Deaths,Burundi,Both,All ages,Total burden related to hepatitis B,Rate,2019,3.0026608993575032,5.2980528445453094,1.6861526349490452
Deaths,Burundi,Both,All ages,Total burden related to hepatitis C,Number,2019,742.9475232280055,1237.5947756741366,441.855877529495
Deaths,Burundi,Both,All ages,Total burden related to hepatitis C,Rate,2019,6.225281260265861,10.370013121966766,3.7023841228669463
Deaths,Burundi,Both,All ages,Total burden related to Non-alcoholic fatty liver disease (NAFLD),Number,2019,162.58757461056052,268.6173985910456,95.98523538741912
Deaths,Burundi,Both,All ages,Total burden related to Non-alcoholic fatty liver disease (NAFLD),Rate,2019,1.3623484159117056,2.2507900024548673,0.8042763027505615
Deaths,Burundi,Both,All ages,Total cancers,Number,2019,5264.746209699779,7098.888107987235,3894.9296591547027
Deaths,Burundi,Both,All ages,Total cancers,Rate,2019,44.11418693059081,59.48276792870424,32.63626549536015
Deaths,Comoros,Both,All ages,"Communicable, maternal, neonatal, and nutritional diseases",Number,2019,1900.8174908876038,2421.9359616364227,1576.5680395301076
Deaths,Comoros,Both,All ages,"Communicable, maternal, neonatal, and nutritional diseases",Rate,2019,266.0901019185379,339.04001302675056,220.69933190912656
Deaths,United Kingdom,Both,All ages,Injuries,Number,2019,21125.462917931432,21948.2916671598,19722.528424921922
Deaths,United Kingdom,Both,All ages,Injuries,Rate,2019,31.427138437491212,32.65121353174145,29.340073330240102
Deaths,Montenegro,Both,All ages,Non-communicable diseases,Number,2019,6387.289454782786,7305.551635666214,5601.20089726744
